Timestamp,No,Age,Gender,Experience,Degree,Major,FM_1,FM_2,GM_1,FM_3,GM_2,FM_4,GM_3,GM_4,FM_5,FM_6,GM_5,FM_7,GM_6,FM_8,GM_7,GM_8,SA_1,SA_2,SA_3,SA_4,SA_5,SA_6,DA_1,DA_2,DA_3,DA_4,ENFE_1,ENFE_2,ENFE_3,TI_1,TI_2,TI_3,TI_4
2023/12/15 8:15:04 PM GMT+3:30,113,24,Female,2,B.A.,Teaching,Disagree,Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Disagree, Agree,Neutral,Disagree, Agree, Agree, Agree, Agree, Agree, Agree, Agree, Agree, Agree,Disagree,Disagree,Disagree,Slightly Disagree
2023/12/16 1:19:16 AM GMT+3:30,114,30,Female,1,M.A.,Teaching,Slightly Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Slightly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree, Agree, Agree, Agree,Disagree,Neutral, Agree, Agree, Agree,Disagree,Disagree,Neutral,Disagree
2023/12/16 6:56:25 AM GMT+3:30,115,30,Male,3,M.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree, Agree, Agree,Disagree,Disagree,Neutral, Agree, Agree, Agree, Agree, Agree, Agree, Agree, Agree,Agree,Neutral,Neutral,Neutral
2023/12/16 2:00:14 PM GMT+3:30,116,28,Male,3,M.A.,Teaching,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Slightly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Slightly Agree,Agree, Agree, Agree, Agree,Disagree, Agree, Agree, Agree, Agree, Agree, Agree,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Agree
2023/12/16 8:36:11 PM GMT+3:30,117,25,Male,3,B.A.,Teaching,Strongly Disagree,Strongly Disagree,Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree, Agree, Agree, Agree, Agree, Agree, Agree,Disagree,Disagree,Disagree,Disagree, Agree, Agree, Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree
2023/12/17 11:11:41 AM GMT+3:30,118,23,Male,4,B.A.,Teaching,Slightly Disagree,Disagree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Neutral, Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree, Agree, Agree, Agree, Agree,Disagree,Disagree,Slightly Disagree,Slightly Disagree
2023/12/17 11:37:19 AM GMT+3:30,119,26,Male,1,M.A.,Teaching,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree, Agree,Disagree,Disagree,Disagree,Disagree, Agree,Disagree,Disagree, Agree, Agree, Agree, Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree
2023/12/17 12:28:37 PM GMT+3:30,120,29,Female,5,M.A.,Teaching,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree,Disagree,Agree,Disagree,Agree,Slightly Agree,Neutral,Neutral,Neutral,Disagree, Agree,Neutral, Agree, Agree,Neutral, Agree,Disagree, Agree,Neutral,Agree,Slightly Disagree,Disagree,Agree
2023/12/17 12:34:23 PM GMT+3:30,121,27,Female,3,B.A.,Translation,Disagree,Slightly Disagree,Slightly Agree,Disagree,Strongly Disagree,Agree,Agree,Slightly Disagree,Agree,Slightly Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Agree, Agree,Strongly Agree, Agree,Neutral,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Slightly Disagree,Neutral
2024/01/05 1:37:55 PM GMT+3:30,122,28,Male,2,M.A.,Teaching,Disagree,Disagree,Agree,Disagree,Slightly Agree,Disagree,Agree,Slightly Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Slightly Agree,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree, Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree
2024/01/05 1:47:18 PM GMT+3:30,123,24,Male,2,B.A.,Teaching,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree, Agree, Agree, Agree, Agree, Agree, Agree, Agree,Slightly Agree,Slightly Agree,Neutral,Disagree
2024/01/05 9:44:45 PM GMT+3:30,124,32,Female,5,M.A.,Literature,Disagree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Agree,Slightly Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree, Agree, Agree, Agree, Agree, Agree, Agree, Agree, Agree,Strongly Disagree,Strongly Disagree,Disagree,Neutral
2024/01/06 3:46:00 PM GMT+3:30,125,26,Female,4,B.A.,Teaching,Agree,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Slightly Agree,Disagree,Disagree,Agree,Slightly Agree,Agree,Slightly Agree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree, Agree,Disagree,Disagree, Agree, Agree,Strongly Agree,Strongly Agree,Slightly Agree,Slightly Agree,Agree,Neutral
2024/01/12 11:08:46 AM GMT+3:30,126,29,Male,3,M.A.,Teaching,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Disagree, Agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree, Agree, Agree, Agree, Agree, Agree, Agree,Disagree,Agree,Slightly Disagree,Slightly Disagree
2024/01/12 11:45:13 AM GMT+3:30,127,30,Female,2,M.A.,Translation,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Slightly Agree
2024/01/13 11:38:33 AM GMT+3:30,128,31,Female,5,M.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree, Agree,Disagree,Disagree,Disagree,Disagree,Neutral, Agree, Agree,Disagree,Neutral, Agree, Agree, Agree,Disagree,Strongly Disagree,Neutral,Slightly Disagree
2024/01/16 9:38:26 AM GMT+3:30,129,26,Male,5,B.A.,Teaching,Disagree,Disagree,Agree,Disagree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,Slightly Disagree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree, Agree, Agree, Agree, Agree,Disagree, Agree, Agree, Agree, Agree,Neutral, Agree, Agree,Disagree,Agree,Slightly Agree,Neutral,Slightly Agree
2024/01/17 10:31:07 AM GMT+3:30,130,24,Female,4,B.A.,Teaching,Slightly Disagree,Agree,Disagree,Disagree,Disagree,Slightly Agree,Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Slightly Agree,Disagree,Slightly Agree,Slightly Agree,Disagree,Neutral, Agree,Neutral, Agree, Agree,Neutral,Neutral, Agree,Neutral, Agree,Neutral,Neutral,Neutral,Slightly Agree,Slightly Disagree,Neutral,Slightly Agree
2024/01/17 5:25:29 PM GMT+3:30,131,30,Female,4,M.A.,Teaching,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree, Agree,Strongly Agree,Strongly Agree,Neutral, Agree,Strongly Agree,Strongly Agree,Disagree, Agree,Disagree, Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree
2024/01/18 9:48:56 AM GMT+3:30,132,23,Female,1,B.A.,Teaching,Disagree,Disagree,Agree,Strongly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Agree,Disagree,Disagree,Slightly Agree,Disagree,Agree,Slightly Disagree,Slightly Agree,Slightly Agree, Agree,Neutral,Disagree, Agree, Agree,Disagree,Disagree, Agree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree
